Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
1753 Nw 56th St,Aid Response,03/16/2019 07:34:23 AM,47.669446,-122.37945,POINT (-122.37945 47.669446),F190026811
600 4th Av,Auto Fire Alarm,03/16/2019 07:38:18 AM,47.603233,-122.330297,POINT (-122.330297 47.603233),F190026812
300 8th Av N,Auto Fire Alarm,03/16/2019 07:44:53 AM,47.620884000000004,-122.341076,POINT (-122.341076 47.620884),F190026815
318 2nd Av Et S,Aid Response,03/16/2019 07:45:54 AM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190026817
517 3rd Av,Trans to AMR,03/16/2019 07:45:31 AM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190026818
723 S Concord St,AFA4 - Auto Alarm 2 + 1 + 1,03/16/2019 07:50:25 AM,47.523922,-122.32500300000001,POINT (-122.325003 47.523922),F190026819
1217 3rd Av W,Aid Response,03/16/2019 07:51:25 AM,47.629728,-122.360529,POINT (-122.360529 47.629728),F190026820
1483 Alaskan Way,Aid Response,03/16/2019 07:50:36 AM,47.607616,-122.342299,POINT (-122.342299 47.607616),F190026821
634 Ne Banner Pl,Medic Response,03/16/2019 07:52:24 AM,47.682445,-122.31906599999999,POINT (-122.319066 47.682445),F190026822
5257 39th Av Ne,Automatic Fire Alarm Resd,03/16/2019 07:59:21 AM,47.6671,-122.28573700000001,POINT (-122.285737 47.6671),F190026824
6032 High Point Dr Sw,Medic Response,03/16/2019 08:11:49 AM,47.548614,-122.368652,POINT (-122.368652 47.548614),F190026826
1811 Eastlake Av,Medic Response,03/16/2019 08:26:26 AM,47.618002000000004,-122.329182,POINT (-122.329182 47.618002),F190026829
5915 32nd Av Sw,Aid Response,03/16/2019 08:30:36 AM,47.548588,-122.37368400000001,POINT (-122.373684 47.548588),F190026831
4800 Beacon Av S,Aid Response,03/16/2019 08:35:41 AM,47.560113,-122.304533,POINT (-122.304533 47.560113),F190026833
909 4th Av,Aid Response,03/16/2019 08:43:12 AM,47.605432,-122.33231,POINT (-122.33231 47.605432),F190026834
2700 Beacon Av S,Auto Fire Alarm,03/16/2019 08:45:00 AM,47.579471000000005,-122.312377,POINT (-122.312377 47.579471),F190026835
7100 M L King Jr Way S,Fire in Building,03/16/2019 08:47:14 AM,47.538888,-122.28198799999998,POINT (-122.281988 47.538888),F190026836
7100 M L King Jr Way S,Tunnel Rescue,03/16/2019 09:06:47 AM,47.538888,-122.28198799999998,POINT (-122.281988 47.538888),F190026837
2655 Nw 86th St,Aid Response,03/16/2019 09:07:48 AM,47.691308,-122.39103999999999,POINT (-122.39104 47.691308),F190026838
10046 40th Av Sw,Medic Response,03/16/2019 09:08:54 AM,47.513366,-122.383192,POINT (-122.383192 47.513366),F190026839
204 3rd Av S,Aid Response,03/16/2019 09:09:41 AM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190026840
223 W Galer St,Aid Response,03/16/2019 09:11:31 AM,47.632321000000005,-122.35980900000001,POINT (-122.359809 47.632321),F190026841
207 Pontius Av N,Medic Response,03/16/2019 09:24:02 AM,47.619735999999996,-122.33169699999999,POINT (-122.331697 47.619736),F190026842
5425 DELRIDGE WAY SW,Trans to AMR,03/16/2019 09:30:04 AM,47.553494,-122.36296599999999,POINT (-122.362966 47.553494),F190026843
723 S Concord St,Alarm Bell,03/16/2019 09:36:08 AM,47.523922,-122.32500300000001,POINT (-122.325003 47.523922),F190026844
E DENNY WAY / 10TH AV E,Medic Response,03/16/2019 09:37:25 AM,47.618749,-122.319521,POINT (-122.319521 47.618749),F190026845
2522 14th Av S,Medic Response,03/16/2019 09:44:23 AM,47.580849,-122.314714,POINT (-122.314714 47.580849),F190026846
12701 Palatine Av N,Aid Response,03/16/2019 09:46:41 AM,47.721425,-122.35688300000001,POINT (-122.356883 47.721425),F190026847
1500 Nw Market St,Aid Response,03/16/2019 09:55:41 AM,47.668667,-122.37621399999999,POINT (-122.376214 47.668667),F190026850
810 3rd Av,Aid Response,03/16/2019 10:01:42 AM,47.604263,-122.332774,POINT (-122.332774 47.604263),F190026851
4728 S Brandon St,Medic Response,03/16/2019 10:02:33 AM,47.553376,-122.273754,POINT (-122.273754 47.553376),F190026852
12318 15th Av Ne,Medic Response,03/16/2019 10:05:03 AM,47.717758,-122.31262199999999,POINT (-122.312622 47.717758),F190026854
SB I5 AT I90,Brush Fire Freeway,03/16/2019 10:15:16 AM,47.601669,-122.32489699999999,POINT (-122.324897 47.601669),F190026858
3rd Av / Spring St,MVI - Motor Vehicle Incident,03/16/2019 10:17:44 AM,47.606336999999996,-122.334672,POINT (-122.334672 47.606337),F190026859
11219 Roosevelt Way Ne,Medic Response,03/16/2019 10:33:00 AM,47.710562,-122.31786299999999,POINT (-122.317863 47.710562),F190026862
12505 Greenwood Av N,Aid Response,03/16/2019 10:40:20 AM,47.719638,-122.355539,POINT (-122.355539 47.719638),F190026864
4540 15TH AV NE,Aid Response,03/16/2019 10:44:23 AM,47.661621000000004,-122.31198799999999,POINT (-122.311988 47.661621),F190026865
817 18TH AV,Aid Response,03/16/2019 10:48:20 AM,47.609386,-122.308921,POINT (-122.308921 47.609386),F190026867
1811 Eastlake Av,Aid Response,03/16/2019 11:01:52 AM,47.618002000000004,-122.329182,POINT (-122.329182 47.618002),F190026870
6520 S Ryan St,Aid Response,03/16/2019 11:07:00 AM,47.509716999999995,-122.252123,POINT (-122.252123 47.509717),F190026871
8TH AV / PIKE ST,Medic Response,03/16/2019 11:22:19 AM,47.612071,-122.33224399999999,POINT (-122.332244 47.612071),F190026872
1128 13th Av,Alarm Bell,03/16/2019 11:33:36 AM,47.611678999999995,-122.31543700000002,POINT (-122.315437 47.611679),F190026873
94 Bay St,Aid Response,03/16/2019 11:40:14 AM,47.618412,-122.35520600000001,POINT (-122.355206 47.618412),F190026876
2000 2nd Av,Aid Response,03/16/2019 11:45:20 AM,47.611733,-122.341753,POINT (-122.341753 47.611733),F190026877
1301 2nd Av,Auto Fire Alarm,03/16/2019 11:46:52 AM,47.607299,-122.33708700000001,POINT (-122.337087 47.607299),F190026878
14303 32nd Av Ne,Aid Response,03/16/2019 11:52:29 AM,47.731972999999996,-122.29383200000001,POINT (-122.293832 47.731973),F190026880
6747 15th Av Sw,Medic Response,03/16/2019 12:06:06 PM,47.542559000000004,-122.35376799999999,POINT (-122.353768 47.542559),F190026881
1101 Nw Leary Way,Aid Response,03/16/2019 12:15:01 PM,47.663658,-122.37076599999999,POINT (-122.370766 47.663658),F190026883
Harbor Av Sw / Sw Spokane St,Car Fire,03/16/2019 12:20:52 PM,47.571789,-122.370655,POINT (-122.370655 47.571789),F190026885
2014 E Pine St,Aid Response,03/16/2019 12:25:11 PM,47.61528,-122.306,POINT (-122.306 47.61528),F190026888
3535 Sw Monroe St,Aid Response,03/16/2019 12:26:06 PM,47.531193,-122.377095,POINT (-122.377095 47.531193),F190026889
3rd Av / Madison St,Aid Response,03/16/2019 12:30:12 PM,47.605624,-122.334019,POINT (-122.334019 47.605624),F190026890
305 Harrison St,Aid Response,03/16/2019 12:34:00 PM,47.622089,-122.351371,POINT (-122.351371 47.622089),F190026891
10049 College Way N,Aid Response,03/16/2019 12:38:09 PM,47.701741999999996,-122.335029,POINT (-122.335029 47.701742),F190026892
820 Lenora St,Auto Fire Alarm,03/16/2019 12:45:00 PM,47.616626000000004,-122.33771899999999,POINT (-122.337719 47.616626),F190026893
5917 34th Av Sw,Medic Response,03/16/2019 12:46:03 PM,47.549820000000004,-122.374994,POINT (-122.374994 47.54982),F190026894
2614 4th Av,Trans to AMR,03/16/2019 12:48:40 PM,47.617315999999995,-122.347229,POINT (-122.347229 47.617316),F190026895
305 Harrison St,Aid Response,03/16/2019 12:51:28 PM,47.622089,-122.351371,POINT (-122.351371 47.622089),F190026896
9032 17th Av Sw,Investigate Out Of Service,03/16/2019 12:52:03 PM,47.522571,-122.356452,POINT (-122.356452 47.522571),F190026897
3730 S Dawson St,Medic Response,03/16/2019 12:54:48 PM,47.555494,-122.28576399999999,POINT (-122.285764 47.555494),F190026898
800 Occidental Av S,EVENT - Special Event,03/16/2019 12:55:18 PM,47.595693,-122.33327299999999,POINT (-122.333273 47.595693),F190026899
815 E Pine St,Rescue Elevator,03/16/2019 12:55:48 PM,47.615227000000004,-122.321926,POINT (-122.321926 47.615227),F190026900
9000 Rainier Av S,Aid Response,03/16/2019 12:56:55 PM,47.523307,-122.26998600000002,POINT (-122.269986 47.523307),F190026901
1420 Western Av,Medic Response,03/16/2019 12:56:28 PM,47.607557,-122.340392,POINT (-122.340392 47.607557),F190026902
3rd Av / Stewart St,Medic Response,03/16/2019 12:57:30 PM,47.611629,-122.339592,POINT (-122.339592 47.611629),F190026903
130 Ne 133rd St,Aid Response,03/16/2019 12:57:50 PM,47.724981,-122.32851299999999,POINT (-122.328513 47.724981),F190026904
400 10th Av,Trans to AMR,03/16/2019 12:58:49 PM,47.605202,-122.31941299999998,POINT (-122.319413 47.605202),F190026905
11322 12th Av Ne,Aid Response,03/16/2019 12:59:40 PM,47.710679,-122.31518999999999,POINT (-122.31519 47.710679),F190026906
1023 E Alder St,Auto Fire Alarm,03/16/2019 01:05:53 PM,47.60436,-122.31910400000001,POINT (-122.319104 47.60436),F190026907
7467 Woodlawn Av Ne,Aid Response,03/16/2019 01:10:24 PM,47.68291,-122.32778,POINT (-122.32778 47.68291),F190026909
Dexter Av N / Roy St,Aid Response,03/16/2019 01:12:40 PM,47.625403000000006,-122.34234199999999,POINT (-122.342342 47.625403),F190026910
4545 42nd Av Sw,Trans to AMR,03/16/2019 01:16:28 PM,47.562472,-122.38545500000001,POINT (-122.385455 47.562472),F190026911
219 Pontius Av N,Aid Response,03/16/2019 01:21:39 PM,47.619877,-122.331698,POINT (-122.331698 47.619877),F190026912
115 Broadway E,Aid Response,03/16/2019 01:29:36 PM,47.618907,-122.320857,POINT (-122.320857 47.618907),F190026913
E John St / Broadway E,Medic Response,03/16/2019 01:29:49 PM,47.619908,-122.32087299999999,POINT (-122.320873 47.619908),F190026914
141 Euclid Av,Aid Response,03/16/2019 01:42:26 PM,47.602773,-122.288452,POINT (-122.288452 47.602773),F190026915
4545 Roosevelt Way Ne,Auto Fire Alarm,03/16/2019 01:49:14 PM,47.661682,-122.317467,POINT (-122.317467 47.661682),F190026916
22nd Av Nw / Nw 56th St,Aid Response,03/16/2019 01:49:48 PM,47.669453999999995,-122.384743,POINT (-122.384743 47.669454),F190026917
Nw 56th St / 22nd Av Nw,Aid Response,03/16/2019 01:49:50 PM,47.669453999999995,-122.384743,POINT (-122.384743 47.669454),F190026918
8361 Wolcott Av S,Trans to AMR,03/16/2019 01:50:54 PM,47.528704,-122.267429,POINT (-122.267429 47.528704),F190026920
820 Yakima Av S,Aid Response,03/16/2019 01:53:51 PM,47.595511,-122.294347,POINT (-122.294347 47.595511),F190026921
Densmore Av N / N 45th St,MVI - Motor Vehicle Incident,03/16/2019 02:02:28 PM,47.661387,-122.33737099999999,POINT (-122.337371 47.661387),F190026922
1044 S CLOVERDALE ST,Aid Response,03/16/2019 02:06:45 PM,47.526455,-122.31968400000001,POINT (-122.319684 47.526455),F190026923
7TH AV SW / SW OTHELLO ST,MVI - Motor Vehicle Incident,03/16/2019 02:10:46 PM,47.536856,-122.344505,POINT (-122.344505 47.536856),F190026924
4408 4th Av S,Rescue Lock In/Out,03/16/2019 02:11:02 PM,47.564499,-122.329376,POINT (-122.329376 47.564499),F190026925
904 7th Av,Aid Response,03/16/2019 02:12:18 PM,47.6069,-122.329051,POINT (-122.329051 47.6069),F190026926
Ne 130th St / Lake City Way Ne,Trans to AMR,03/16/2019 02:20:13 PM,47.722899,-122.293194,POINT (-122.293194 47.722899),F190026927
3rd Av / Pine St,Aid Response,03/16/2019 02:21:24 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F190026928
6425 Beacon Av S,Water Job Minor,03/16/2019 02:36:18 PM,47.544577000000004,-122.300059,POINT (-122.300059 47.544577),F190026931
2621 Ne 46th St,Aid Response,03/16/2019 02:49:07 PM,47.661792999999996,-122.299062,POINT (-122.299062 47.661793),F190026934
155 21st Av,Auto Fire Alarm,03/16/2019 02:49:27 PM,47.602742,-122.305039,POINT (-122.305039 47.602742),F190026935
318 2nd Av Et S,Aid Response,03/16/2019 02:55:23 PM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190026937
3033 California Av Sw,Aid Response,03/16/2019 03:03:05 PM,47.576766,-122.386721,POINT (-122.386721 47.576766),F190026939
4th Av S / S Royal Brougham Way,Aid Response,03/16/2019 03:02:53 PM,47.592394,-122.329049,POINT (-122.329049 47.592394),F190026940
8148 14th Av Sw,Aid Response Yellow,03/16/2019 03:05:56 PM,47.529825,-122.35278100000001,POINT (-122.352781 47.529825),F190026945
109 29th Av E,Medic Response,03/16/2019 03:06:17 PM,47.618997,-122.29480900000001,POINT (-122.294809 47.618997),F190026946
2nd Av / Madison St,Medic Response,03/16/2019 03:08:15 PM,47.605159,-122.33512900000001,POINT (-122.335129 47.605159),F190026947
15th Av E / E Harrison St,Aid Response,03/16/2019 03:11:43 PM,47.621947,-122.31264399999999,POINT (-122.312644 47.621947),F190026948
10703 North Park Av N,Aid Response,03/16/2019 03:10:43 PM,47.706531,-122.34873999999999,POINT (-122.34874 47.706531),F190026949
301 Pike St,Aid Response,03/16/2019 03:30:35 PM,47.609755,-122.337782,POINT (-122.337782 47.609755),F190026952
9032 17th Av Sw,Fire in Single Family Res,03/16/2019 03:31:13 PM,47.522571,-122.356452,POINT (-122.356452 47.522571),F190026953
721 Pine St,Auto Fire Alarm,03/16/2019 03:32:27 PM,47.612701,-122.33402099999999,POINT (-122.334021 47.612701),F190026954
14100 Linden Av N,Trans to AMR,03/16/2019 03:34:35 PM,47.73104,-122.34776399999998,POINT (-122.347764 47.73104),F190026955
6th Av / Spring St,Medic Response,03/16/2019 03:35:12 PM,47.60773,-122.33134299999999,POINT (-122.331343 47.60773),F190026956
10726 Densmore Av N,Medic Response,03/16/2019 03:41:57 PM,47.707004,-122.33751299999999,POINT (-122.337513 47.707004),F190026957
509 3rd Av,Aid Response,03/16/2019 03:53:00 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F190026959
S Holgate St / Occidental Av S,Aid Response,03/16/2019 04:03:28 PM,47.586103,-122.333266,POINT (-122.333266 47.586103),F190026962
155 21st Av,Auto Fire Alarm,03/16/2019 04:07:44 PM,47.602742,-122.305039,POINT (-122.305039 47.602742),F190026963
2600 Sw Holden St,Aid Response,03/16/2019 04:09:55 PM,47.533703,-122.365816,POINT (-122.365816 47.533703),F190026964
5749 33rd Av Ne,Natural Gas Leak,03/16/2019 04:12:18 PM,47.670618,-122.29264099999999,POINT (-122.292641 47.670618),F190026965
22nd Av / E Cherry St,Aid Response,03/16/2019 04:16:06 PM,47.608011,-122.303722,POINT (-122.303722 47.608011),F190026966
4545 42nd Av Sw,Trans to AMR,03/16/2019 04:16:40 PM,47.562472,-122.38545500000001,POINT (-122.385455 47.562472),F190026967
225 Mercer St,Auto Fire Alarm,03/16/2019 04:24:36 PM,47.624572,-122.35245900000001,POINT (-122.352459 47.624572),F190026970
1600 7th Av,Rescue Elevator,03/16/2019 04:25:45 PM,47.6126,-122.33426200000001,POINT (-122.334262 47.6126),F190026973
2400 N Northlake Way,Water Rescue Recon Response,03/16/2019 04:28:48 PM,47.650905,-122.330451,POINT (-122.330451 47.650905),F190026974
3701 WALLA WALLA RD NE,Water Rescue Response,03/16/2019 04:30:48 PM,47.649409999999996,-122.299332,POINT (-122.299332 47.64941),F190026975
9000 Olson Pl Sw,Aid Response,03/16/2019 04:32:02 PM,47.522321999999996,-122.334841,POINT (-122.334841 47.522322),F190026976
3rd Av / Pike St,Rubbish Fire,03/16/2019 04:40:34 PM,47.60975,-122.33779299999999,POINT (-122.337793 47.60975),F190026978
Nw 46th St / 14th Av Nw,Aid Response,03/16/2019 04:53:47 PM,47.662202,-122.373595,POINT (-122.373595 47.662202),F190026981
3820 Rainier Av S,Medic Response,03/16/2019 05:11:46 PM,47.569608,-122.29048600000002,POINT (-122.290486 47.569608),F190026982
4th Av S / S Royal Brougham Way,Aid Response,03/16/2019 05:12:23 PM,47.592394,-122.329049,POINT (-122.329049 47.592394),F190026983
2030 3rd Av,Aid Response,03/16/2019 05:13:46 PM,47.612626,-122.341277,POINT (-122.341277 47.612626),F190026984
1630 43rd Av E,Aid Response,03/16/2019 05:17:20 PM,47.633523,-122.277157,POINT (-122.277157 47.633523),F190026986
4045 Delridge Way Sw,Trans to AMR,03/16/2019 05:19:38 PM,47.567516,-122.363295,POINT (-122.363295 47.567516),F190026987
910 Lenora St,Activated CO Detector,03/16/2019 05:20:12 PM,47.617222,-122.33694799999999,POINT (-122.336948 47.617222),F190026988
2569 7th Av W,Medic Response,03/16/2019 05:20:37 PM,47.6426,-122.36624599999999,POINT (-122.366246 47.6426),F190026989
105 5th Av S,Aid Response,03/16/2019 05:31:08 PM,47.601643,-122.327656,POINT (-122.327656 47.601643),F190026990
1st Av / Stewart St,Aid Response,03/16/2019 05:38:16 PM,47.610275,-122.341343,POINT (-122.341343 47.610275),F190026991
9010 13th Av Nw,Aid Response,03/16/2019 05:41:29 PM,47.694334999999995,-122.37275600000001,POINT (-122.372756 47.694335),F190026992
517 3rd Av,Medic Response,03/16/2019 05:46:59 PM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190026993
318 2nd Av Et S,Aid Response,03/16/2019 05:56:12 PM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190026994
4th Av / Cedar St,MVI - Motor Vehicle Incident,03/16/2019 05:57:00 PM,47.617795,-122.34803899999999,POINT (-122.348039 47.617795),F190026995
1st Av Ne / N 117th St,Aid Response,03/16/2019 06:01:25 PM,47.714075,-122.32876,POINT (-122.32876 47.714075),F190026998
824 E Pike St,Aid Response,03/16/2019 06:10:28 PM,47.614067999999996,-122.321785,POINT (-122.321785 47.614068),F190027000
1959 Ne Pacific St,Auto Fire Alarm,03/16/2019 06:18:15 PM,47.650743,-122.30801399999999,POINT (-122.308014 47.650743),F190027001
5527 Seward Park Av S,Aid Response Yellow,03/16/2019 06:17:43 PM,47.552434000000005,-122.26316899999999,POINT (-122.263169 47.552434),F190027003
2331 42nd Av Sw,Trans to AMR,03/16/2019 06:18:47 PM,47.582805,-122.38510900000001,POINT (-122.385109 47.582805),F190027004
1301 6th Av,Aid Response,03/16/2019 06:20:20 PM,47.609159999999996,-122.33263999999998,POINT (-122.33264 47.60916),F190027005
1427 3rd Av,Medic Response,03/16/2019 06:27:33 PM,47.60902,-122.337126,POINT (-122.337126 47.60902),F190027006
2719 E Pike St,Aid Response,03/16/2019 06:28:16 PM,47.614125,-122.297234,POINT (-122.297234 47.614125),F190027007
10519 Stone Av N,Unk Odor,03/16/2019 06:30:16 PM,47.705215,-122.34200600000001,POINT (-122.342006 47.705215),F190027008
803 S Lane St,Aid Response Yellow,03/16/2019 06:31:14 PM,47.59667,-122.32229,POINT (-122.32229 47.59667),F190027009
2614 4th Av,Auto Fire Alarm,03/16/2019 06:32:08 PM,47.617315999999995,-122.347229,POINT (-122.347229 47.617316),F190027010
612 2nd Av,Rescue Elevator,03/16/2019 06:32:38 PM,47.602385999999996,-122.33259199999999,POINT (-122.332592 47.602386),F190027011
1401 Broadway,Aid Response,03/16/2019 06:33:36 PM,47.612963,-122.32076200000002,POINT (-122.320762 47.612963),F190027012
725 11TH AV,Trans to AMR,03/16/2019 06:32:58 PM,47.608354,-122.31806599999999,POINT (-122.318066 47.608354),F190027014
517 3rd Av,Medic Response,03/16/2019 06:36:43 PM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190027015
301 Pike St,Aid Response,03/16/2019 06:39:07 PM,47.609755,-122.337782,POINT (-122.337782 47.609755),F190027017
3837 Evanston Av N,Auto Fire Alarm,03/16/2019 06:40:02 PM,47.653589000000004,-122.351284,POINT (-122.351284 47.653589),F190027018
Harvard Av / E Pine St,Aid Response,03/16/2019 06:50:06 PM,47.615226,-122.32213,POINT (-122.32213 47.615226),F190027019
3800 Montlake Blvd Ne,Aid Response,03/16/2019 07:00:26 PM,47.651083,-122.30390700000001,POINT (-122.303907 47.651083),F190027021
Terry Av / James St,Aid Response,03/16/2019 07:08:41 PM,47.606018,-122.323641,POINT (-122.323641 47.606018),F190027022
4234 S Willow St,Aid Response,03/16/2019 07:09:56 PM,47.540665000000004,-122.28033799999999,POINT (-122.280338 47.540665),F190027023
5956 26th Av Sw,Aid Response,03/16/2019 07:10:54 PM,47.549605,-122.36558400000001,POINT (-122.365584 47.549605),F190027024
